date,CEF.TO,CGL-C.TO,HDIV.TO,TEC.TO,VAB.TO,VBAL.TO,VCN.TO,VDY.TO,VEE.TO,VEQT.TO,VFV.TO,VGRO.TO,VIU.TO,VRE.TO,VUN.TO,XBAL.TO,XBB.TO,XEC.TO,XEF.TO,XEI.TO,XEQT.TO,XGD.TO,XGRO.TO,XIC.TO,XQQ.TO,XRE.TO,XUS.TO,XUU.TO,ZAG.TO,ZBAL.TO,ZCN.TO,ZDV.TO,ZEA.TO,ZEM.TO,ZEQT.TO,ZGRO.TO,ZQQ.TO,ZRE.TO,ZSP.TO,ZWC.TO,ZWU.TO
2016-05-17,,14.680000305175781,,,19.503150939941406,,21.320526123046875,19.179784774780273,20.285011291503906,,40.8358154296875,,17.759775161743164,20.605987548828125,32.21070098876953,16.70600128173828,23.665983200073242,15.850213050842285,19.382719039916992,12.112312316894531,,13.31290340423584,14.056084632873535,16.696592330932617,12.050143241882324,10.393882751464844,14.287687301635742,17.593599319458008,11.598898887634277,,13.817961692810059,10.670618057250977,11.703197479248047,11.630815505981445,,,32.78798294067383,12.08226203918457,25.317066192626953,,6.362379550933838
2016-05-18,,14.5600004196167,,,19.413345336914062,,21.19154167175293,19.24593162536621,20.332447052001953,,41.235984802246094,,17.968982696533203,20.446094512939453,32.55400848388672,16.70600128173828,23.614015579223633,15.866071701049805,19.559202194213867,12.049946784973145,,12.40269947052002,14.150046348571777,16.590818405151367,12.046761512756348,10.305373191833496,14.421418190002441,17.73246955871582,11.562744140625,,13.722309112548828,10.636126518249512,11.778800010681152,11.622857093811035,,,32.9163703918457,11.977787017822266,25.56867218017578,,6.305614471435547
2016-05-19,,14.619999885559082,,,19.465728759765625,,21.18395233154297,19.179784774780273,20.22176742553711,,41.349098205566406,,17.93023681640625,20.348758697509766,32.650848388671875,16.70600128173828,23.658559799194336,15.810567855834961,19.612916946411133,12.037466049194336,,12.706100463867188,14.150046348571777,16.57571792602539,12.033236503601074,10.23582935333252,14.464560508728027,17.801904678344727,11.562744140625,,13.744380950927734,10.629228591918945,11.771241188049316,11.630815505981445,,,32.77811050415039,11.928627014160156,25.6207332611084,,6.310344219207764
2016-05-20,,14.619999885559082,,,19.47321128845215,,21.373634338378906,19.38480567932129,20.466842651367188,,41.67967987060547,,18.10845947265625,20.522560119628906,32.92375183105469,16.69814109802246,23.680822372436523,16.008792877197266,19.697324752807617,12.14349365234375,,12.761263847351074,14.150046348571777,16.719257354736328,12.215864181518555,10.324338912963867,14.559467315673828,17.801904678344727,11.598898887634277,,13.854752540588379,10.71200180053711,11.884641647338867,11.7741117477417,,,33.16326141357422,11.996225357055664,25.811609268188477,,6.348189353942871
2016-05-24,,14.350000381469727,,,19.428316116333008,,21.373634338378906,19.50386619567871,20.727706909179688,,42.2364501953125,,18.41840362548828,20.45999526977539,33.40791320800781,16.721805572509766,23.6160888671875,16.15151596069336,19.973560333251953,12.187338829040527,,11.93380355834961,14.240327835083008,16.741924285888672,12.398488998413086,10.267195701599121,14.766534805297852,18.235876083374023,11.5771484375,,13.884178161621094,10.819293975830078,12.043408393859863,11.813916206359863,,,33.76569747924805,11.994990348815918,26.184682846069336,,6.3995747566223145
2016-05-25,,14.180000305175781,,,19.4357852935791,,21.570911407470703,19.708898544311523,20.751422882080078,,42.14073944091797,,18.441648483276367,20.56427001953125,33.337493896484375,16.75335693359375,23.601213455200195,16.191158294677734,20.011926651000977,12.306325912475586,,12.0717134475708,14.240327835083008,16.877912521362305,12.516860008239746,10.279892921447754,14.740649223327637,18.183809280395508,11.591646194458008,,14.001903533935547,10.909279823303223,12.066086769104004,11.845759391784668,,,34.04222106933594,12.050552368164062,26.149986267089844,,6.423370361328125
2016-05-26,,14.069999694824219,,,19.480695724487305,,21.54814910888672,19.67582130432129,20.806760787963867,,41.992855072021484,,18.348663330078125,20.57819366455078,33.17024612426758,16.761241912841797,23.668174743652344,16.199092864990234,19.950542449951172,12.281271934509277,,12.025741577148438,14.350234985351562,16.8627986907959,12.537155151367188,10.330687522888184,14.693195343017578,18.07097053527832,11.620715141296387,,14.016618728637695,10.891914367675781,12.058526992797852,11.853719711303711,,,34.1409797668457,12.055514335632324,26.011159896850586,,6.451120853424072
2016-05-27,,14.029999732971191,,,19.455188751220703,,21.631607055664062,19.768787384033203,20.877906799316406,,42.33213424682617,,18.449392318725586,20.660497665405273,33.47834014892578,16.777015686035156,23.64586067199707,16.254594802856445,20.004255294799805,12.318856239318848,,11.749924659729004,14.365933418273926,16.938356399536133,12.604796409606934,10.368783950805664,14.79672908782959,18.235876083374023,11.613447189331055,,14.023981094360352,10.96137809753418,12.088770866394043,11.901484489440918,,,34.26936721801758,12.148537635803223,26.236743927001953,,6.460697174072266
2016-05-30,,13.960000038146973,,,19.425201416015625,,21.601261138916016,19.69574546813965,20.933242797851562,,42.34083938598633,,18.56562614440918,20.667461395263672,33.68081283569336,16.777015686035156,23.6235408782959,16.310100555419922,20.057966232299805,12.29379940032959,,11.703957557678223,14.365933418273926,16.91568946838379,12.652144432067871,10.394183158874512,14.88300895690918,18.30532455444336,11.584383010864258,,14.009263038635254,10.947487831115723,12.088770866394043,11.997014999389648,,,34.42738342285156,12.154736518859863,26.35820770263672,,6.470267295837402
2016-05-31,,14.170000076293945,,,19.50769805908203,,21.563318252563477,19.649259567260742,21.107162475585938,,42.558326721191406,,18.495882034301758,20.444257736206055,33.70723342895508,16.855892181396484,23.675621032714844,16.397319793701172,20.05029296875,12.275005340576172,,11.97977352142334,14.39732837677002,16.893022537231445,12.591267585754395,10.222745895385742,14.904581069946289,18.392114639282227,11.635252952575684,,14.031333923339844,10.947487831115723,12.103885650634766,12.020896911621094,,,34.259490966796875,12.005898475646973,26.410266876220703,,6.451120853424072
